StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,OS marks,DBMS marks,ML marks,Python marks,OS GPA,DBMS GPA,ML GPA,Python GPA,Overall GPA
2206,16,0,1,3,3.41354870604467,10,0,2,1,0,0,0,2.29763991255166,3,89,93,89,51,3,4,3,0,2.5
2207,15,1,0,0,13.2581250468913,15,0,2,0,0,0,0,1.45144102140024,4,67,68,65,92,1,1,1,4,1.75
2208,16,0,1,2,17.0507748171193,6,0,3,0,1,0,0,2.98178687428266,2,74,61,77,63,2,1,2,1,1.5
2209,15,0,0,2,5.15879013573801,14,1,0,0,0,1,1,1.41522149052123,4,82,57,65,71,3,0,1,2,1.5
2210,15,1,1,2,9.83028451663653,23,0,1,1,0,0,0,0.928539344144162,4,96,57,53,80,4,0,0,3,1.75
2211,15,0,0,0,19.510546580418,28,0,2,0,0,0,1,0.984031782647104,4,89,94,94,72,3,4,4,2,3.25
2212,18,1,0,2,6.66483481101455,20,1,2,1,0,0,1,1.38293570490542,4,92,61,75,97,4,1,2,4,2.75
2213,16,1,0,2,11.9009268984752,19,1,2,0,1,0,0,1.86389982176148,4,61,97,77,69,1,4,2,1,2
2214,16,0,0,2,1.80391400400488,22,0,3,1,1,0,0,1.22842884729265,4,93,82,81,87,4,3,3,3,3.25
2215,16,1,2,2,12.1203000495888,16,0,3,1,0,1,0,2.13739326496603,3,85,94,94,53,3,4,4,0,2.75
2216,15,1,0,1,1.79263546609235,5,0,1,1,0,1,0,2.43453244400697,3,97,75,51,64,4,2,0,1,1.75
2217,16,0,3,2,19.1847087064764,14,0,3,0,0,0,0,2.25648831170078,3,53,88,80,73,0,3,3,2,2
2218,16,1,3,1,14.3132530414462,7,0,2,0,1,0,0,2.68915511211463,2,54,77,52,74,0,2,0,2,1
2219,15,0,1,3,15.7631957627141,6,1,1,0,0,0,0,3.13123588481242,1,86,54,57,50,3,0,0,0,0.75
2220,17,0,0,2,14.0820872154327,1,1,4,0,1,0,0,3.77028397261544,0,57,57,73,56,0,0,2,0,0.5
2221,15,0,0,1,11.7945807215293,29,0,3,0,1,0,0,0.799591197690108,4,91,74,64,80,4,2,1,3,2.5
2222,16,0,2,4,8.9982556217101,12,0,4,1,1,0,0,2.96466823092929,2,98,76,92,61,4,2,4,1,2.75
2223,15,1,0,2,17.1674675952212,29,0,1,0,1,0,0,0.702760318863438,4,77,95,80,91,2,4,3,4,3.25
2224,17,0,0,0,19.1367133508612,22,0,1,1,0,1,0,1.19361777133964,4,80,72,58,54,3,2,0,0,1.25
2225,15,0,1,2,9.98072345808162,28,0,2,0,1,0,0,0.299951906162381,4,58,79,88,93,0,2,3,4,2.25
2226,16,1,2,1,18.6307009831052,5,0,3,0,1,0,0,3.29957887342142,1,78,94,94,99,2,4,4,4,3.5
2227,17,0,2,3,11.6666581997703,28,0,1,0,0,0,0,0.212367095203898,4,63,96,51,91,1,4,0,4,2.25
2228,18,0,0,3,10.7676837379286,4,0,3,1,1,1,0,3.52612503780242,0,89,72,57,87,3,2,0,3,2
2229,16,1,1,4,9.08965465910713,19,0,2,0,1,0,0,1.6117379539626,4,90,98,56,61,4,4,0,1,2.25
2230,17,1,0,2,4.18575523060239,0,0,2,1,1,0,0,3.34305086411428,1,71,96,93,88,2,4,4,3,3.25
2231,17,1,0,2,0.0743932163611837,28,0,3,0,0,0,0,0.0264686610642805,4,60,69,88,67,1,1,3,1,1.5
2232,18,1,2,2,4.83012453712122,17,0,3,1,0,0,0,1.63640311040288,4,72,67,91,51,2,1,4,0,1.75
2233,15,1,0,1,10.1944634320713,14,0,0,0,0,0,0,1.70970137838899,4,50,67,65,59,0,1,1,0,0.5
2234,15,1,0,2,7.59919904519505,22,0,4,0,1,1,0,1.48511182810744,4,95,51,84,64,4,0,3,1,2
2235,16,1,0,2,8.96970456005267,9,0,2,1,1,0,0,2.99940914692644,2,86,53,79,79,3,0,2,2,1.75
2236,18,0,2,0,19.6129643912809,2,1,0,1,0,0,0,3.515415829646,0,70,79,59,93,2,2,0,4,2
2237,15,1,2,2,7.00544741338655,4,0,3,0,0,0,0,2.91813912755296,2,75,82,87,66,2,3,3,1,2.25
2238,18,1,1,3,9.04365878720215,23,0,4,1,1,0,0,1.36223359936416,4,95,85,67,53,4,3,1,0,2
2239,15,1,2,3,2.67031102705639,28,0,3,0,0,0,0,0.205067960146301,4,85,67,99,56,3,1,4,0,2
2240,17,0,0,0,0.959154648739752,12,0,3,1,0,1,0,2.23323946630898,3,72,86,54,90,2,3,0,4,2.25
2241,15,0,0,0,15.5081902918498,7,1,3,0,1,0,0,3.15930293845626,1,50,68,78,80,0,1,2,3,1.5
2242,18,1,0,1,11.4136635014395,21,1,4,0,0,1,0,1.99461170320155,4,89,96,88,88,3,4,3,3,3.25
2243,17,1,0,3,15.2140961208779,20,0,0,0,0,0,1,0.999088543897427,4,64,77,83,83,1,2,3,3,2.25
2244,17,1,0,1,2.99725597773103,28,0,3,1,1,0,0,0.521955725664274,4,70,89,92,55,2,3,4,0,2.25
2245,17,0,3,2,11.4365754236538,1,0,3,1,0,0,0,3.46368754912343,1,96,69,94,99,4,1,4,4,3.25
2246,18,0,0,1,5.07284948682751,8,0,0,0,1,0,0,1.98796472652941,4,58,98,72,87,0,4,2,3,2.25
2247,16,1,0,2,4.56123633800039,16,0,2,1,0,0,1,1.68190480439025,4,58,82,54,94,0,3,0,4,1.75
2248,16,0,0,1,0.230520281059705,26,0,2,0,0,0,0,0.112635058995187,4,59,61,79,83,0,1,2,3,1.5
2249,16,1,0,2,2.60681447138143,17,0,3,1,0,0,1,1.90798391354791,4,75,64,55,93,2,1,0,4,1.75
2250,18,0,3,1,6.1853622299939,12,0,0,0,0,0,0,1.19793333110544,4,90,90,95,64,4,4,4,1,3.25
2251,17,0,0,2,2.33757521181878,0,1,3,0,0,0,0,3.21527268488691,1,84,88,93,63,3,3,4,1,2.75
2252,16,1,0,1,19.7171688082187,11,0,1,0,0,0,0,2.19026925870448,3,74,51,53,55,2,0,0,0,0.5
2253,18,1,2,2,6.17265297047901,19,0,2,0,0,1,0,1.15096613144416,4,75,78,78,99,2,2,2,4,2.5
2254,16,1,0,3,2.60647893404656,19,0,3,0,0,0,1,0.690151345098735,4,60,90,72,86,1,4,2,3,2.5
2255,15,1,0,1,3.98164625655915,20,0,2,1,0,0,0,1.51995529207557,4,87,59,55,99,3,0,0,4,1.75
2256,16,0,0,3,11.7540645668295,4,1,2,0,0,0,0,3.16898861010637,1,51,51,81,81,0,0,3,3,1.5
2257,16,0,1,2,1.28087047729577,7,0,0,1,0,0,0,1.80816455876874,4,56,60,91,52,0,1,4,0,1.25
2258,17,0,3,1,17.2486826028231,26,1,3,1,0,0,0,1.11587873030569,4,67,62,67,52,1,1,1,0,0.75
2259,18,1,2,2,19.2299935847429,14,0,4,0,0,0,0,2.00330797982372,3,76,59,64,71,2,0,1,2,1.25
2260,17,0,0,1,4.93494841334761,26,1,4,0,0,0,0,0.889714915087843,4,83,63,89,71,3,1,3,2,2.25
2261,17,1,2,2,9.00190537181718,2,1,3,1,1,0,0,3.98467360265872,0,76,67,81,59,2,1,3,0,1.5
2262,17,0,0,2,0.442689020589941,5,0,1,1,0,0,0,2.32543406491624,3,66,58,58,52,1,0,0,0,0.25
2263,17,1,0,1,12.8142044945444,27,0,1,1,0,1,0,0.613316331564976,4,92,88,86,61,4,3,3,1,2.75
2264,17,1,0,2,8.27852116105177,12,1,1,1,1,1,0,2.71222974268319,2,93,77,59,78,4,2,0,2,2
2265,16,0,0,3,5.40116932203111,11,0,2,0,0,1,0,2.09661621144669,3,73,52,69,97,2,0,1,4,1.75
2266,17,1,1,3,4.13674221233216,18,0,1,1,0,0,0,1.18306385034162,4,74,69,55,66,2,1,0,1,1
2267,17,1,1,2,13.0804615531752,28,0,1,0,0,1,0,0.560174605702347,4,56,55,97,56,0,0,4,0,1
2268,18,0,3,4,8.32434062064629,17,0,3,0,0,0,0,1.16742541277133,4,55,76,52,62,0,2,0,1,0.75
2269,15,1,1,2,3.59318578059824,23,0,2,1,0,0,1,0.923181561504717,4,73,51,91,51,2,0,4,0,1.5
2270,16,1,1,1,13.7821816297364,0,0,3,1,0,0,0,3.84128624851289,0,82,78,60,53,3,2,1,0,1.5
2271,16,1,0,3,11.3014456607338,24,0,4,1,1,0,0,1.21288075148837,4,98,87,92,59,4,3,4,0,2.75
2272,16,0,0,2,17.1734410985899,26,0,3,0,0,1,0,0.962149219890531,4,78,52,66,88,2,0,1,3,1.5
2273,17,0,1,2,2.34951797752985,6,1,3,1,0,0,0,2.50200913363261,2,92,65,81,73,4,1,3,2,2.5
2274,17,1,0,2,15.7133320388891,11,0,3,1,0,0,0,2.45622379444605,3,71,79,53,66,2,2,0,1,1.25
2275,17,0,2,3,13.4703357363451,9,1,2,1,0,0,0,2.6465569605528,2,75,89,53,55,2,3,0,0,1.25
2276,18,1,0,3,2.30021873656195,28,1,0,0,0,0,0,0.381768495150157,4,77,51,66,68,2,0,1,1,1
2277,15,1,0,2,13.8964145974344,11,1,0,1,1,0,0,2.39613909507155,3,99,66,90,54,4,1,4,0,2.25
2278,17,1,0,1,8.8309457775966,10,1,1,0,1,1,0,2.5956488625977,2,70,90,68,81,2,4,1,3,2.5
2279,15,1,0,2,18.8996957111168,3,1,3,1,1,0,0,4,0,98,61,54,59,4,1,0,0,1.25
2280,18,1,0,2,2.83222701235798,18,1,4,1,0,0,0,1.41952263495554,4,56,84,81,58,0,3,3,0,1.5
2281,16,0,2,1,12.8566678163147,5,0,4,1,1,0,0,3.43268470835472,1,66,92,71,76,1,4,2,2,2.25
2282,17,1,0,2,7.63960090925891,24,0,0,0,0,0,1,0.129306751887546,4,69,50,55,62,1,0,0,1,0.5
2283,15,0,1,2,19.1362934118175,8,1,4,0,0,0,0,2.92894823772506,2,90,94,84,68,4,4,3,1,3
2284,15,0,0,1,6.59949790580553,19,0,2,0,0,0,0,0.947133463249816,4,98,64,71,70,4,1,2,2,2.25
2285,17,1,0,1,19.243718189836,9,1,3,0,1,0,0,2.99954410391511,2,69,75,50,73,1,2,0,2,1.25
2286,16,1,0,1,18.0297170220149,4,1,1,1,0,0,0,3.05538629539807,1,71,86,69,87,2,3,1,3,2.25
2287,16,0,2,3,5.40766470621312,26,0,0,0,0,0,0,0,4,77,70,71,53,2,2,2,0,1.5
2288,16,0,0,1,16.0708355365285,12,1,2,0,1,0,1,2.74585879838319,2,89,98,97,73,3,4,4,2,3.25
2289,18,0,2,1,19.9120840360701,8,0,3,1,0,1,1,3.21462842569764,1,98,80,60,84,4,3,1,3,2.75
2290,15,1,0,2,5.05326004342564,1,0,1,0,0,1,0,3.41541332424343,1,56,74,62,52,0,2,1,0,0.75
2291,15,0,2,1,8.73554338646639,17,0,1,1,0,0,1,1.4693892718306,4,50,72,91,53,0,2,4,0,1.5
2292,15,1,0,0,10.4036147313351,20,0,4,0,0,0,0,1.55211293765079,4,81,73,52,86,3,2,0,3,2
2293,18,1,1,1,5.89862271607728,0,0,4,0,0,0,0,3.54845982608695,0,62,87,58,89,1,3,0,3,1.75
2294,15,1,1,2,0.305296792920595,23,0,0,1,0,0,0,0.192625111740147,4,79,77,61,97,2,2,1,4,2.25
2295,18,0,3,2,4.40258488395053,20,0,3,0,0,0,0,1.34899742029906,4,72,70,72,84,2,2,2,3,2.25
2296,16,1,0,1,5.63873768683516,11,1,2,0,1,0,0,2.14310506885919,3,68,92,63,80,1,4,1,3,2.25
2297,17,1,0,2,8.87199402636374,9,0,2,0,1,0,1,2.47138653293384,3,81,67,82,93,3,1,3,4,2.75
2298,15,1,0,4,3.42204956826803,1,0,2,0,1,0,0,3.2054253344123,1,79,85,67,74,2,3,1,2,2
2299,15,1,2,1,17.4650871338334,27,0,2,1,0,0,0,0.454114438074255,4,78,84,98,89,2,3,4,3,3
2300,16,1,1,1,14.0982226546267,8,1,2,1,0,0,0,2.80983320749406,2,98,94,90,62,4,4,4,1,3.25
2301,17,0,2,1,1.70400955119323,1,1,2,0,0,0,0,2.99750560842063,2,94,58,58,53,4,0,0,0,1
2302,18,1,0,2,13.0018490227986,22,0,2,1,1,0,1,1.17618903371447,4,78,87,72,95,2,3,2,4,2.75
2303,17,1,0,2,13.0731295281124,23,0,3,1,1,1,0,1.66892454578661,4,79,79,59,63,2,2,0,1,1.25
2304,16,0,0,1,19.1244234728725,29,1,3,1,1,0,0,1.62300407500905,4,65,93,68,62,1,4,1,1,1.75
2305,16,1,3,2,0.0604174271232249,21,0,2,0,0,0,1,0.517793128374871,4,89,83,96,76,3,3,4,2,3
2306,17,0,1,0,4.95864899611614,13,0,1,1,0,0,0,1.94610069833365,4,68,81,54,55,1,3,0,0,1
2307,18,1,3,2,18.5558295875063,10,0,3,0,1,0,0,2.81500304797798,2,67,52,96,66,1,0,4,1,1.5
2308,18,0,0,2,18.6426783079656,22,0,3,1,0,0,0,1.24818256681425,4,50,52,72,85,0,0,2,3,1.25
2309,15,0,1,1,14.4117283874127,10,1,3,1,0,0,0,2.75901434338497,2,63,77,79,89,1,2,2,3,2
2310,18,1,1,2,15.3152664209508,16,0,2,0,1,0,0,1.92129420802499,4,96,93,74,98,4,4,2,4,3.5
2311,17,1,0,1,1.82965915859294,3,0,1,0,0,0,0,2.73229067585826,2,99,64,77,84,4,1,2,3,2.5
2312,16,1,2,2,10.2775166955646,12,0,3,0,0,0,0,2.22860861891227,3,51,90,83,66,0,4,3,1,2
2313,15,0,3,0,4.63165982577998,6,1,2,0,0,1,0,2.61168847259383,2,77,72,94,90,2,2,4,4,3
2314,15,0,2,3,3.62436087227234,15,1,4,0,0,1,0,2.19777672718565,3,98,89,97,51,4,3,4,0,2.75
2315,16,0,2,1,16.2060659824666,0,1,3,1,0,0,0,3.33550679271782,1,99,60,96,62,4,1,4,1,2.5
2316,18,1,0,3,2.70076273361094,12,0,1,0,0,0,0,1.72159796263585,4,79,97,74,51,2,4,2,0,2
2317,16,0,0,1,9.3730327399277,0,0,2,0,1,1,1,3.2879731984208,1,87,81,59,77,3,3,0,2,2
2318,18,0,3,2,18.7715647917206,10,1,3,0,0,0,0,2.56196455678897,2,53,85,63,92,0,3,1,4,2
2319,16,1,0,1,3.71664111130685,5,0,2,0,0,0,0,2.35857186604042,3,50,82,91,75,0,3,4,2,2.25
2320,17,0,2,3,19.5598684747646,19,1,2,0,0,0,0,1.49767365426013,4,57,73,95,71,0,2,4,2,2
2321,18,0,2,1,19.8857597152211,2,0,3,1,0,0,0,3.51723712873572,0,78,88,79,96,2,3,2,4,2.75
2322,17,1,1,1,11.112343093648,11,0,3,0,0,0,0,2.40408981988811,3,88,83,90,92,3,3,4,4,3.5
2323,15,0,3,2,3.40285480354315,4,0,1,1,1,1,1,2.51722898185862,2,52,77,74,52,0,2,2,0,1
2324,16,1,0,0,6.32209775881791,8,1,2,0,0,0,0,2.4352442824022,3,81,86,63,84,3,3,1,3,2.5
2325,15,1,0,1,8.4898566535307,25,1,4,1,0,0,0,1.28322750628641,4,59,56,84,61,0,0,3,1,1
2326,15,1,0,3,6.18648448716445,25,0,4,0,1,0,0,1.09943430447049,4,59,53,97,73,0,0,4,2,1.5
2327,15,1,0,4,5.61271159753031,11,0,3,1,0,0,0,2.19119679504303,3,68,86,83,54,1,3,3,0,1.75
2328,15,1,0,1,19.4445941843271,29,1,4,1,0,1,0,1.5844787640702,4,95,50,59,69,4,0,0,1,1.25
2329,16,0,0,3,3.06729654831491,29,0,2,1,0,0,0,0.475730833387626,4,83,50,84,88,3,0,3,3,2.25
2330,15,0,2,2,14.6665581743372,27,1,2,1,0,0,0,1.20726854613457,4,82,96,60,88,3,4,1,3,2.75
2331,16,1,3,1,0.0082057887834974,26,0,2,1,0,0,0,0.264924162952827,4,72,69,60,62,2,1,1,1,1.25
2332,16,1,0,2,11.9236533880475,9,0,1,1,0,0,0,2.70665962028669,2,77,68,70,90,2,1,2,4,2.25
2333,17,0,0,2,18.318860079081,18,0,2,1,0,0,0,1.53042788924777,4,81,78,70,94,3,2,2,4,2.75
2334,18,1,3,4,5.75868188186438,4,0,2,1,1,0,1,3.12745252759239,1,99,59,71,61,4,0,2,1,1.75
2335,18,1,0,1,3.71051950515438,25,0,3,1,0,0,0,1.0036141456872,4,56,67,94,62,0,1,4,1,1.5
2336,16,1,0,2,13.0335958975685,4,0,3,0,0,0,1,3.36921860482088,1,78,77,56,59,2,2,0,0,1
2337,17,0,0,0,14.2520281459678,8,0,3,0,0,0,0,2.79138610847234,2,57,84,66,82,0,3,1,3,1.75
2338,16,0,1,1,13.7606103790396,26,0,2,1,0,0,0,0.673525945690306,4,50,92,51,89,0,4,0,3,1.75
2339,16,1,0,0,6.38633760042748,27,0,1,0,0,0,0,0.337554141446798,4,52,96,61,65,0,4,1,1,1.5
2340,16,1,3,4,5.04404804318661,25,1,2,1,0,0,0,0.886889415770466,4,73,80,91,94,2,3,4,4,3.25
2341,17,0,0,3,19.1183759992408,26,0,3,0,1,1,0,1.50666277335069,4,72,76,67,84,2,2,1,3,2
2342,18,0,1,2,18.4659901653985,19,0,1,0,1,1,0,1.70519938891902,4,57,60,60,52,0,1,1,0,0.5
2343,17,1,0,2,9.1463321978564,16,0,2,1,0,0,1,1.97279141390271,4,96,98,65,54,4,4,1,0,2.25
2344,15,1,0,1,16.9238773230874,9,0,2,0,1,0,0,2.62608282875364,2,86,98,98,75,3,4,4,2,3.25
2345,17,0,1,1,9.04646955268592,20,1,3,0,0,0,0,1.6719686529505,4,52,87,67,60,0,3,1,1,1.25
2346,17,0,2,1,8.4877803614502,0,0,3,0,0,0,0,3.09376092529087,1,82,54,84,56,3,0,3,0,1.5
2347,17,0,2,1,3.13525895198589,21,1,3,0,1,0,1,1.64337375958424,4,77,57,75,59,2,0,2,0,1
2348,17,1,1,2,8.52812112983945,27,0,2,1,1,0,0,0.339206699315044,4,96,83,65,91,4,3,1,4,3
2349,18,0,3,2,10.7483387719961,15,0,2,0,0,1,1,1.92635906766275,4,57,97,55,83,0,4,0,3,1.75
2350,15,1,2,0,0.450086548573729,25,0,1,1,0,0,0,0.449906207946115,4,83,61,93,52,3,1,4,0,2
2351,18,0,2,0,8.88226010350812,25,1,1,0,0,0,0,0.709570839268508,4,84,87,92,57,3,3,4,0,2.5
2352,18,0,0,1,15.627124367904,14,1,1,1,0,0,1,1.74827968244919,4,81,50,96,80,3,0,4,3,2.5
2353,17,0,0,2,13.6009211274853,22,0,1,0,1,0,0,0.972168258132119,4,73,80,96,60,2,3,4,1,2.5
2354,16,0,0,3,12.7031397772787,16,1,1,0,0,0,1,1.93493578406269,4,63,53,97,94,1,0,4,4,2.25
2355,16,1,1,2,18.191108568744,25,0,1,0,0,1,0,0.690347883914033,4,81,98,91,56,3,4,4,0,2.75
2356,18,1,0,3,0.3606401965046,19,1,1,0,0,0,0,0.730366159312875,4,95,94,61,94,4,4,1,4,3.25
2357,18,0,0,2,11.1409517238446,24,0,3,0,0,0,1,0.682265164841603,4,92,99,62,51,4,4,1,0,2.25
2358,17,1,2,1,15.7469769681941,12,0,4,1,1,0,0,3.02348248284468,1,65,54,53,55,1,0,0,0,0.25
2359,18,0,2,1,10.8267076540253,0,0,3,0,1,1,0,3.7296523010084,0,53,79,88,90,0,2,3,4,2.25
2360,17,0,3,3,6.47791105160758,24,1,0,0,0,0,0,0.84196322537269,4,86,73,51,81,3,2,0,3,2
2361,16,0,0,2,2.72501130183955,7,1,2,0,0,0,0,2.58417427859696,2,70,52,75,69,2,0,2,1,1.25
2362,16,0,1,1,17.7512614363238,4,1,3,1,0,0,0,3.37212604282596,1,63,60,76,83,1,1,2,3,1.75
2363,15,1,0,2,9.41524784775206,5,1,1,0,0,0,0,3.06080540203399,1,80,94,76,99,3,4,2,4,3.25
2364,16,0,0,2,17.562303939714,22,0,3,0,0,0,0,1.16805200024068,4,97,53,64,65,4,0,1,1,1.5
2365,18,0,0,2,11.7170424486633,19,1,2,0,0,0,0,1.34925612194363,4,67,75,57,74,1,2,0,2,1.25
2366,16,1,0,3,13.4838423323,29,1,4,1,0,0,0,1.11796482638265,4,56,76,56,61,0,2,0,1,0.75
2367,17,0,0,2,16.085223087569,13,0,3,1,0,1,0,2.57866773430639,2,59,95,96,56,0,4,4,0,2
2368,16,0,2,2,13.1831108920026,21,0,3,0,1,0,0,1.62555195483636,4,56,92,95,88,0,4,4,3,2.75
2369,15,0,0,0,7.96109681357875,22,0,3,0,0,0,1,0.93401639580119,4,82,76,89,66,3,2,3,1,2.25
2370,16,1,2,0,10.272667678573,10,1,1,0,1,0,1,2.70263834011374,2,72,91,61,94,2,4,1,4,2.75
2371,17,0,1,1,16.0609104935175,5,1,1,1,0,0,0,2.96400926315252,2,70,99,62,60,2,4,1,1,2
2372,17,1,0,0,7.47300592745968,10,1,2,0,1,0,0,2.26745813170551,3,68,55,92,55,1,0,4,0,1.25
2373,18,0,0,2,7.76242913536994,12,1,1,1,0,0,0,1.7536230683511,4,97,64,66,72,4,1,1,2,2
2374,16,0,0,2,1.91380232116002,11,1,1,0,1,0,0,2.02323408159301,3,68,79,66,76,1,2,1,2,1.5
2375,17,1,1,1,18.2916887044349,21,1,2,0,0,0,0,1.67801253221608,4,85,91,85,95,3,4,3,4,3.5
2376,15,0,0,3,1.82072629890883,1,1,3,0,1,1,0,3.65983640531224,0,78,86,70,55,2,3,2,0,1.75
2377,18,0,0,1,12.9641835489711,20,0,0,1,1,0,0,1.36274436915864,4,67,86,57,87,1,3,0,3,1.75
2378,15,1,0,1,8.26388957605595,2,0,1,1,0,0,0,2.81380576808971,2,51,91,54,51,0,4,0,0,1
2379,16,1,1,1,8.11238780510884,22,0,2,1,0,0,0,1.30271198354413,4,50,86,75,71,0,3,2,2,1.75
2380,16,1,3,1,13.5910367314536,3,1,2,0,1,0,1,3.38391147850725,1,96,84,65,69,4,3,1,1,2.25
2381,16,1,0,1,1.34187465259757,16,0,1,0,1,0,0,1.37875130796192,4,54,72,85,74,0,2,3,2,1.75
2382,18,1,2,2,11.8741156590286,27,0,4,0,1,0,0,0.731486867136845,4,69,55,77,64,1,0,2,1,1
2383,17,0,1,2,15.440635719447,27,0,2,0,1,0,0,0.400569478632267,4,60,53,78,98,1,0,2,4,1.75
2384,18,1,3,4,16.5642551577318,21,0,2,0,1,1,0,1.72907316665372,4,91,67,96,78,4,1,4,2,2.75
2385,15,0,2,0,3.4106077878755,5,0,0,0,0,0,0,2.61565376488605,2,51,58,61,57,0,0,1,0,0.25
2386,18,0,1,1,17.9483810015634,6,0,2,0,0,1,1,2.98694273711262,2,52,98,86,86,0,4,3,3,2.5
2387,15,0,1,0,13.1229218369488,14,0,3,0,0,0,0,2.12698897066674,3,72,78,79,98,2,2,2,4,2.5
2388,18,1,2,2,17.6370960164136,10,0,1,1,0,1,0,2.7081110403183,2,61,62,72,82,1,1,2,3,1.75
2389,17,1,0,0,9.70561434220396,23,0,2,0,0,0,0,0.81577736887265,4,69,96,65,71,1,4,1,2,2
2390,15,0,0,3,10.840666901944,2,0,0,1,0,0,0,2.524423895094,2,54,66,63,99,0,1,1,4,1.5
2391,16,1,0,2,18.3807655405734,29,0,4,0,0,0,0,0.908238604135736,4,86,94,59,96,3,4,0,4,2.75
2392,16,1,2,2,17.9981908670934,5,0,0,1,0,0,0,3.05569020747344,1,87,81,56,54,3,3,0,0,1.5
2393,18,1,2,2,8.96321746738004,25,0,3,0,0,0,1,0.837946898455382,4,79,97,94,88,2,4,4,3,3.25
2394,16,1,0,1,5.48825263271363,1,0,2,0,0,0,0,2.83357611077892,2,58,71,86,67,0,2,3,1,1.5
2395,15,0,1,1,7.86340869128528,28,1,2,1,0,0,0,0.785213567683818,4,83,53,78,87,3,0,2,3,2
2396,16,0,0,1,7.75528657059499,13,0,3,0,0,0,1,1.88561478548442,4,93,54,52,86,4,0,0,3,1.75
2397,17,1,0,2,5.73733749965588,8,0,1,1,1,0,0,2.70123050828509,2,84,86,64,79,3,3,1,2,2.25
2398,17,0,3,1,5.37159208665933,17,0,2,1,0,0,0,1.52191590118758,4,71,90,85,80,2,4,3,3,3
2399,18,1,0,1,17.2212587295943,18,0,2,0,1,0,0,1.87972598668809,4,93,98,96,59,4,4,4,0,3
2400,15,1,0,4,1.39723841369323,11,0,0,1,0,1,0,2.03734801738493,3,73,62,95,64,2,1,4,1,2
2401,17,0,1,0,13.5522236419918,12,0,3,1,0,0,0,2.52067367504324,2,66,83,68,91,1,3,1,4,2.25
2402,17,0,2,3,3.45640102912904,25,0,0,0,0,0,0,0.136165908009803,4,59,94,62,97,0,4,1,4,2.25
2403,15,0,0,2,6.89011786788126,11,0,3,1,0,0,0,1.97465524544677,4,79,71,91,93,2,2,4,4,3
2404,16,1,1,1,1.23086068269673,11,0,2,1,0,1,0,2.19498037191312,3,95,72,70,67,4,2,2,1,2.25
2405,16,0,1,1,5.39947273710924,17,1,1,0,0,1,0,1.71799592434853,4,72,52,86,72,2,0,3,2,1.75
2406,18,1,0,1,15.3684214223448,8,0,3,0,1,0,0,2.51032872116909,2,81,91,76,82,3,4,2,3,3
2407,16,0,0,2,17.7003064909451,16,1,2,0,1,1,0,2.43495055693988,3,66,83,78,65,1,3,2,1,1.75
2408,15,0,1,2,4.43054303804734,20,0,2,1,1,0,0,1.3550534623962,4,99,81,69,87,4,3,1,3,2.75
2409,17,1,0,2,9.27095678517843,15,0,2,1,1,0,1,1.54525510451969,4,66,94,74,84,1,4,2,3,2.5
2410,16,1,3,3,9.40648095874412,16,0,1,1,0,0,1,1.61903051283549,4,63,98,55,83,1,4,0,3,2
2411,18,1,2,2,17.4715061151946,20,1,3,0,0,0,0,2.02074165159123,3,58,70,85,77,0,2,3,2,1.75
2412,16,1,3,1,15.2559810575161,23,0,2,0,0,0,1,0.983576997394541,4,89,95,51,51,3,4,0,0,1.75
2413,15,1,0,1,10.2615443673609,7,0,1,1,0,0,1,2.06246826727708,3,51,93,71,79,0,4,2,2,2
2414,18,1,3,3,13.4149440094354,10,0,3,0,1,0,0,2.64419420907047,2,94,70,81,62,4,2,3,1,2.5
2415,16,1,0,1,16.9471010781873,23,0,0,1,1,0,0,1.34786382919351,4,74,93,65,90,2,4,1,4,2.75
2416,18,1,0,0,0.190779080510898,1,1,1,1,1,0,0,3.05525398194347,1,88,60,67,65,3,1,1,1,1.5
2417,15,0,0,2,8.05780062100097,7,0,2,0,1,0,0,2.51369271489172,2,58,88,54,54,0,3,0,0,0.75
2418,17,1,0,2,18.1448633455415,11,0,3,0,0,0,0,2.3403719144352,3,71,53,85,77,2,0,3,2,1.75
2419,15,1,1,3,14.806260616879,20,0,4,0,0,0,0,1.5820932661745,4,92,50,79,88,4,0,2,3,2.25
2420,15,0,0,2,10.8568274866814,0,0,3,1,0,1,0,3.56552416293626,0,95,77,94,94,4,2,4,4,3.5
2421,15,1,0,0,10.5928905407026,22,0,2,1,1,0,0,1.60147254974082,4,53,73,68,69,0,2,1,1,1
2422,15,0,1,3,6.95540195208875,12,0,3,1,1,0,0,2.6372664286002,2,75,84,72,73,2,3,2,2,2.25
2423,17,0,0,1,10.4104106728302,21,0,2,0,0,0,1,0.905209948255469,4,78,62,83,76,2,1,3,2,2
2424,17,1,1,1,13.107663989269,20,1,1,0,0,0,0,1.57675647058921,4,94,96,62,79,4,4,1,2,2.75
2425,18,0,0,2,8.36726076857586,16,0,4,1,0,1,0,1.78505180791956,4,83,83,92,94,3,3,4,4,3.5
2426,16,1,2,0,14.2830629278434,13,1,1,0,0,0,0,1.88006509334046,4,72,60,78,76,2,1,2,2,1.75
